Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2017 
(10/1/16 - 9/30/17)",,,,,"CC Age Split 
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote,FY,Type
4644,M08232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",Y,,,,,,,56,,,2017,Commercial
4645,M08239,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",Y,,,,,,,56,,,2017,Commercial
4646,M08241,"Juvenile rheumatoid arthritis with systemic onset, right hand",Y,,,,,,,56,,,2017,Commercial
4647,M08242,"Juvenile rheumatoid arthritis with systemic onset, left hand",Y,,,,,,,56,,,2017,Commercial
4648,M08249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",Y,,,,,,,56,,,2017,Commercial
4649,M08251,"Juvenile rheumatoid arthritis with systemic onset, right hip",Y,,,,,,,56,,,2017,Commercial
4650,M08252,"Juvenile rheumatoid arthritis with systemic onset, left hip",Y,,,,,,,56,,,2017,Commercial
4651,M08259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",Y,,,,,,,56,,,2017,Commercial
4652,M08261,"Juvenile rheumatoid arthritis with systemic onset, right knee",Y,,,,,,,56,,,2017,Commercial
4653,M08262,"Juvenile rheumatoid arthritis with systemic onset, left knee",Y,,,,,,,56,,,2017,Commercial
4654,M08269,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee",Y,,,,,,,56,,,2017,Commercial
4655,M08271,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",Y,,,,,,,56,,,2017,Commercial
4656,M08272,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",Y,,,,,,,56,,,2017,Commercial
4657,M08279,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",Y,,,,,,,56,,,2017,Commercial
4658,M0828,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",Y,,,,,,,56,,,2017,Commercial
4659,M0829,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",Y,,,,,,,56,,,2017,Commercial
4660,M083,Juvenile rheumatoid polyarthritis (seronegative),Y,,,,,,,56,,,2017,Commercial
4661,M0840,"Pauciarticular juvenile rheumatoid arthritis, unspecified site",Y,,,,,,,56,,,2017,Commercial
4662,M08411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",Y,,,,,,,56,,,2017,Commercial
4663,M08412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",Y,,,,,,,56,,,2017,Commercial
4664,M08419,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder",Y,,,,,,,56,,,2017,Commercial
4665,M08421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",Y,,,,,,,56,,,2017,Commercial
4666,M08422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",Y,,,,,,,56,,,2017,Commercial
4667,M08429,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",Y,,,,,,,56,,,2017,Commercial
4668,M08431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",Y,,,,,,,56,,,2017,Commercial
4669,M08432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",Y,,,,,,,56,,,2017,Commercial
4670,M08439,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist",Y,,,,,,,56,,,2017,Commercial
4671,M08441,"Pauciarticular juvenile rheumatoid arthritis, right hand",Y,,,,,,,56,,,2017,Commercial
4672,M08442,"Pauciarticular juvenile rheumatoid arthritis, left hand",Y,,,,,,,56,,,2017,Commercial
4673,M08449,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand",Y,,,,,,,56,,,2017,Commercial
4674,M08451,"Pauciarticular juvenile rheumatoid arthritis, right hip",Y,,,,,,,56,,,2017,Commercial
4675,M08452,"Pauciarticular juvenile rheumatoid arthritis, left hip",Y,,,,,,,56,,,2017,Commercial
4676,M08459,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",Y,,,,,,,56,,,2017,Commercial
4677,M08461,"Pauciarticular juvenile rheumatoid arthritis, right knee",Y,,,,,,,56,,,2017,Commercial
4678,M08462,"Pauciarticular juvenile rheumatoid arthritis, left knee",Y,,,,,,,56,,,2017,Commercial
4679,M08469,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",Y,,,,,,,56,,,2017,Commercial
4680,M08471,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",Y,,,,,,,56,,,2017,Commercial
4681,M08472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",Y,,,,,,,56,,,2017,Commercial
4682,M08479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",Y,,,,,,,56,,,2017,Commercial
4683,M0848,"Pauciarticular juvenile rheumatoid arthritis, vertebrae",Y,,,,,,,56,,,2017,Commercial
4684,M0880,"Other juvenile arthritis, unspecified site",Y,,,,,,,56,,,2017,Commercial
4685,M08811,"Other juvenile arthritis, right shoulder",Y,,,,,,,56,,,2017,Commercial
4686,M08812,"Other juvenile arthritis, left shoulder",Y,,,,,,,56,,,2017,Commercial
4687,M08819,"Other juvenile arthritis, unspecified shoulder",Y,,,,,,,56,,,2017,Commercial
4688,M08821,"Other juvenile arthritis, right elbow",Y,,,,,,,56,,,2017,Commercial
4689,M08822,"Other juvenile arthritis, left elbow",Y,,,,,,,56,,,2017,Commercial
4690,M08829,"Other juvenile arthritis, unspecified elbow",Y,,,,,,,56,,,2017,Commercial
4691,M08831,"Other juvenile arthritis, right wrist",Y,,,,,,,56,,,2017,Commercial
4692,M08832,"Other juvenile arthritis, left wrist",Y,,,,,,,56,,,2017,Commercial
4693,M08839,"Other juvenile arthritis, unspecified wrist",Y,,,,,,,56,,,2017,Commercial
4694,M08841,"Other juvenile arthritis, right hand",Y,,,,,,,56,,,2017,Commercial
4695,M08842,"Other juvenile arthritis, left hand",Y,,,,,,,56,,,2017,Commercial
4696,M08849,"Other juvenile arthritis, unspecified hand",Y,,,,,,,56,,,2017,Commercial
4697,M08851,"Other juvenile arthritis, right hip",Y,,,,,,,56,,,2017,Commercial
4698,M08852,"Other juvenile arthritis, left hip",Y,,,,,,,56,,,2017,Commercial
4699,M08859,"Other juvenile arthritis, unspecified hip",Y,,,,,,,56,,,2017,Commercial
4700,M08861,"Other juvenile arthritis, right knee",Y,,,,,,,56,,,2017,Commercial
4701,M08862,"Other juvenile arthritis, left knee",Y,,,,,,,56,,,2017,Commercial
4702,M08869,"Other juvenile arthritis, unspecified knee",Y,,,,,,,56,,,2017,Commercial
4703,M08871,"Other juvenile arthritis, right ankle and foot",Y,,,,,,,56,,,2017,Commercial
4704,M08872,"Other juvenile arthritis, left ankle and foot",Y,,,,,,,56,,,2017,Commercial
4705,M08879,"Other juvenile arthritis, unspecified ankle and foot",Y,,,,,,,56,,,2017,Commercial
4706,M0888,"Other juvenile arthritis, other specified site",Y,,,,,,,56,,,2017,Commercial
4707,M0889,"Other juvenile arthritis, multiple sites",Y,,,,,,,56,,,2017,Commercial
4708,M0890,"Juvenile arthritis, unspecified, unspecified site",Y,,,,,,,56,,,2017,Commercial
4709,M08911,"Juvenile arthritis, unspecified, right shoulder",Y,,,,,,,56,,,2017,Commercial
4710,M08912,"Juvenile arthritis, unspecified, left shoulder",Y,,,,,,,56,,,2017,Commercial
4711,M08919,"Juvenile arthritis, unspecified, unspecified shoulder",Y,,,,,,,56,,,2017,Commercial
4712,M08921,"Juvenile arthritis, unspecified, right elbow",Y,,,,,,,56,,,2017,Commercial
4713,M08922,"Juvenile arthritis, unspecified, left elbow",Y,,,,,,,56,,,2017,Commercial
4714,M08929,"Juvenile arthritis, unspecified, unspecified elbow",Y,,,,,,,56,,,2017,Commercial
4715,M08931,"Juvenile arthritis, unspecified, right wrist",Y,,,,,,,56,,,2017,Commercial
4716,M08932,"Juvenile arthritis, unspecified, left wrist",Y,,,,,,,56,,,2017,Commercial
4717,M08939,"Juvenile arthritis, unspecified, unspecified wrist",Y,,,,,,,56,,,2017,Commercial
4718,M08941,"Juvenile arthritis, unspecified, right hand",Y,,,,,,,56,,,2017,Commercial
4719,M08942,"Juvenile arthritis, unspecified, left hand",Y,,,,,,,56,,,2017,Commercial
4720,M08949,"Juvenile arthritis, unspecified, unspecified hand",Y,,,,,,,56,,,2017,Commercial
4721,M08951,"Juvenile arthritis, unspecified, right hip",Y,,,,,,,56,,,2017,Commercial
4722,M08952,"Juvenile arthritis, unspecified, left hip",Y,,,,,,,56,,,2017,Commercial
4723,M08959,"Juvenile arthritis, unspecified, unspecified hip",Y,,,,,,,56,,,2017,Commercial
4724,M08961,"Juvenile arthritis, unspecified, right knee",Y,,,,,,,56,,,2017,Commercial
4725,M08962,"Juvenile arthritis, unspecified, left knee",Y,,,,,,,56,,,2017,Commercial
4726,M08969,"Juvenile arthritis, unspecified, unspecified knee",Y,,,,,,,56,,,2017,Commercial
4727,M08971,"Juvenile arthritis, unspecified, right ankle and foot",Y,,,,,,,56,,,2017,Commercial
4728,M08972,"Juvenile arthritis, unspecified, left ankle and foot",Y,,,,,,,56,,,2017,Commercial
4729,M08979,"Juvenile arthritis, unspecified, unspecified ankle and foot",Y,,,,,,,56,,,2017,Commercial
4730,M0898,"Juvenile arthritis, unspecified, vertebrae",Y,,,,,,,56,,,2017,Commercial
4731,M0899,"Juvenile arthritis, unspecified, multiple sites",Y,,,,,,,56,,,2017,Commercial
4732,M1200,"Chronic postrheumatic arthropathy [Jaccoud], unspecified site",Y,,,,,,,57,,,2017,Commercial
4733,M12011,"Chronic postrheumatic arthropathy [Jaccoud], right shoulder",Y,,,,,,,57,,,2017,Commercial
4734,M12012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",Y,,,,,,,57,,,2017,Commercial
4735,M12019,"Chronic postrheumatic arthropathy [Jaccoud], unspecified shoulder",Y,,,,,,,57,,,2017,Commercial
4736,M12021,"Chronic postrheumatic arthropathy [Jaccoud], right elbow",Y,,,,,,,57,,,2017,Commercial
4737,M12022,"Chronic postrheumatic arthropathy [Jaccoud], left elbow",Y,,,,,,,57,,,2017,Commercial
4738,M12029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",Y,,,,,,,57,,,2017,Commercial
4739,M12031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist",Y,,,,,,,57,,,2017,Commercial
4740,M12032,"Chronic postrheumatic arthropathy [Jaccoud], left wrist",Y,,,,,,,57,,,2017,Commercial
4741,M12039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",Y,,,,,,,57,,,2017,Commercial
4742,M12041,"Chronic postrheumatic arthropathy [Jaccoud], right hand",Y,,,,,,,57,,,2017,Commercial
4743,M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand",Y,,,,,,,57,,,2017,Commercial
4744,M12049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand",Y,,,,,,,57,,,2017,Commercial
4745,M12051,"Chronic postrheumatic arthropathy [Jaccoud], right hip",Y,,,,,,,57,,,2017,Commercial
4746,M12052,"Chronic postrheumatic arthropathy [Jaccoud], left hip",Y,,,,,,,57,,,2017,Commercial
4747,M12059,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hip",Y,,,,,,,57,,,2017,Commercial
4748,M12061,"Chronic postrheumatic arthropathy [Jaccoud], right knee",Y,,,,,,,57,,,2017,Commercial
4749,M12062,"Chronic postrheumatic arthropathy [Jaccoud], left knee",Y,,,,,,,57,,,2017,Commercial
4750,M12069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",Y,,,,,,,57,,,2017,Commercial
4751,M12071,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot",Y,,,,,,,57,,,2017,Commercial
4752,M12072,"Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot",Y,,,,,,,57,,,2017,Commercial
4753,M12079,"Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot",Y,,,,,,,57,,,2017,Commercial
4754,M1208,"Chronic postrheumatic arthropathy [Jaccoud], other specified site",Y,,,,,,,57,,,2017,Commercial
4755,M1209,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",Y,,,,,,,57,,,2017,Commercial
4756,M300,Polyarteritis nodosa,Y,,,,,,,56,,,2017,Commercial
4757,M301,Polyarteritis with lung involvement [Churg-Strauss],Y,,,,,,,56,,,2017,Commercial
4758,M302,Juvenile polyarteritis,Y,,,,,,,56,,,2017,Commercial
4759,M303,Mucocutaneous lymph node syndrome [Kawasaki],Y,,,,,,,56,,,2017,Commercial
4760,M308,Other conditions related to polyarteritis nodosa,Y,,,,,,,56,,,2017,Commercial
4761,M310,Hypersensitivity angiitis,Y,,,,,,,56,,,2017,Commercial
4762,M311,Thrombotic microangiopathy,Y,,,,,,,56,,,2017,Commercial
4763,M312,Lethal midline granuloma,Y,,,,,,,56,,,2017,Commercial
4764,M3130,Wegener's granulomatosis without renal involvement,Y,,,,,,,56,,,2017,Commercial
4765,M3131,Wegener's granulomatosis with renal involvement,Y,,,,,,,56,,,2017,Commercial
4766,M314,Aortic arch syndrome [Takayasu],Y,,,,,,,56,,,2017,Commercial
4767,M315,Giant cell arteritis with polymyalgia rheumatica,Y,,,,,,,57,,,2017,Commercial
4768,M316,Other giant cell arteritis,Y,,,,,,,57,,,2017,Commercial
4769,M317,Microscopic polyangiitis,Y,,,,,,,56,,,2017,Commercial
4770,M320,Drug-induced systemic lupus erythematosus,Y,,,,,,,57,,,2017,Commercial
4771,M3210,"Systemic lupus erythematosus, organ or system involvement unspecified",Y,,,,,,,57,,,2017,Commercial
4772,M3211,Endocarditis in systemic lupus erythematosus,Y,,,,,,,57,,,2017,Commercial
4773,M3212,Pericarditis in systemic lupus erythematosus,Y,,,,,,,57,135,,2017,Commercial
4774,M3213,Lung involvement in systemic lupus erythematosus,Y,,,,,,,57,162,,2017,Commercial
4775,M3214,Glomerular disease in systemic lupus erythematosus,Y,,,,,,,57,,,2017,Commercial
4776,M3215,Tubulo-interstitial nephropathy in systemic lupus erythematosus,Y,,,,,,,57,,,2017,Commercial
4777,M3219,Other organ or system involvement in systemic lupus erythematosus,Y,,,,,,,57,,,2017,Commercial
4778,M328,Other forms of systemic lupus erythematosus,Y,,,,,,,57,,,2017,Commercial
4779,M329,"Systemic lupus erythematosus, unspecified",Y,,,,,,,57,,,2017,Commercial
4780,M3300,"Juvenile dermatomyositis, organ involvement unspecified",Y,,,,,,,56,,,2017,Commercial
4781,M3301,Juvenile dermatomyositis with respiratory involvement,Y,,,,,,,56,162,,2017,Commercial
4782,M3302,Juvenile dermatomyositis with myopathy,Y,,,,,,,56,,,2017,Commercial
4784,M3309,Juvenile dermatomyositis with other organ involvement,Y,,,,,,,56,,,2017,Commercial
4785,M3310,"Other dermatomyositis, organ involvement unspecified",Y,,,,,,,56,,,2017,Commercial
4786,M3311,Other dermatomyositis with respiratory involvement,Y,,,,,,,56,162,,2017,Commercial
4787,M3312,Other dermatomyositis with myopathy,Y,,,,,,,56,,,2017,Commercial
4789,M3319,Other dermatomyositis with other organ involvement,Y,,,,,,,56,,,2017,Commercial
4790,M3320,"Polymyositis, organ involvement unspecified",Y,,,,,,,56,,,2017,Commercial
4791,M3321,Polymyositis with respiratory involvement,Y,,,,,,,56,162,,2017,Commercial
4792,M3322,Polymyositis with myopathy,Y,,,,,,,56,,,2017,Commercial
4793,M3329,Polymyositis with other organ involvement,Y,,,,,,,56,,,2017,Commercial
4794,M3390,"Dermatopolymyositis, unspecified, organ involvement unspecified",Y,,,,,,,56,,,2017,Commercial
4795,M3391,"Dermatopolymyositis, unspecified with respiratory involvement",Y,,,,,,,56,162,,2017,Commercial
4796,M3392,"Dermatopolymyositis, unspecified with myopathy",Y,,,,,,,56,,,2017,Commercial
4798,M3399,"Dermatopolymyositis, unspecified with other organ involvement",Y,,,,,,,56,,,2017,Commercial
4799,M340,Progressive systemic sclerosis,Y,,,,,,,56,,,2017,Commercial
4800,M341,CR(E)ST syndrome,Y,,,,,,,56,,,2017,Commercial
4801,M342,Systemic sclerosis induced by drug and chemical,Y,,,,,,,56,,,2017,Commercial
4802,M3481,Systemic sclerosis with lung involvement,Y,,,,,,,56,162,,2017,Commercial
4803,M3482,Systemic sclerosis with myopathy,Y,,,,,,,56,,,2017,Commercial
4804,M3483,Systemic sclerosis with polyneuropathy,Y,,,,,,,56,115,,2017,Commercial
4805,M3489,Other systemic sclerosis,Y,,,,,,,56,,,2017,Commercial
4806,M349,"Systemic sclerosis, unspecified",Y,,,,,,,56,,,2017,Commercial
4807,M3500,"Sicca syndrome, unspecified",Y,,,,,,,57,,,2017,Commercial
4808,M3501,Sicca syndrome with keratoconjunctivitis,Y,,,,,,,57,,,2017,Commercial
4809,M3502,Sicca syndrome with lung involvement,Y,,,,,,,57,162,,2017,Commercial
4810,M3503,Sicca syndrome with myopathy,Y,,,,,,,57,,,2017,Commercial
4811,M3504,Sicca syndrome with tubulo-interstitial nephropathy,Y,,,,,,,57,,,2017,Commercial
4812,M3509,Sicca syndrome with other organ involvement,Y,,,,,,,57,,,2017,Commercial
4813,M351,Other overlap syndromes,Y,,,,,,,57,,,2017,Commercial
4814,M352,Behcet's disease,Y,,,,,,,56,,,2017,Commercial
4815,M353,Polymyalgia rheumatica,Y,,,,,,,57,,,2017,Commercial
4816,M355,Multifocal fibrosclerosis,Y,,,,,,,57,,,2017,Commercial
4817,M358,Other specified systemic involvement of connective tissue,Y,,,,,,,57,,,2017,Commercial
4818,M359,"Systemic involvement of connective tissue, unspecified",Y,,,,,,,57,,,2017,Commercial
4819,M360,Dermato(poly)myositis in neoplastic disease,Y,,,,,,,56,,,2017,Commercial
4820,M368,Systemic disorders of connective tissue in other diseases classified elsewhere,Y,,,,,,,57,,,2017,Commercial
4821,M4200,"Juvenile osteochondrosis of spine, site unspecified",Y,,,,,,,62,,,2017,Commercial
4822,M4201,"Juvenile osteochondrosis of spine, occipito-atlanto-axial region",Y,,,,,,,62,,,2017,Commercial
4823,M4202,"Juvenile osteochondrosis of spine, cervical region",Y,,,,,,,62,,,2017,Commercial
4824,M4203,"Juvenile osteochondrosis of spine, cervicothoracic region",Y,,,,,,,62,,,2017,Commercial
4825,M4204,"Juvenile osteochondrosis of spine, thoracic region",Y,,,,,,,62,,,2017,Commercial
4826,M4205,"Juvenile osteochondrosis of spine, thoracolumbar region",Y,,,,,,,62,,,2017,Commercial
4827,M4206,"Juvenile osteochondrosis of spine, lumbar region",Y,,,,,,,62,,,2017,Commercial
4828,M4207,"Juvenile osteochondrosis of spine, lumbosacral region",Y,,,,,,,62,,,2017,Commercial
4829,M4208,"Juvenile osteochondrosis of spine, sacral and sacrococcygeal region",Y,,,,,,,62,,,2017,Commercial
4830,M4209,"Juvenile osteochondrosis of spine, multiple sites in spine",Y,,,,,,,62,,,2017,Commercial
4831,M450,Ankylosing spondylitis of multiple sites in spine,Y,,,,,,,56,,,2017,Commercial
4832,M451,Ankylosing spondylitis of occipito-atlanto-axial region,Y,,,,,,,56,,,2017,Commercial
4833,M452,Ankylosing spondylitis of cervical region,Y,,,,,,,56,,,2017,Commercial
4834,M453,Ankylosing spondylitis of cervicothoracic region,Y,,,,,,,56,,,2017,Commercial
4835,M454,Ankylosing spondylitis of thoracic region,Y,,,,,,,56,,,2017,Commercial
4836,M455,Ankylosing spondylitis of thoracolumbar region,Y,,,,,,,56,,,2017,Commercial
4837,M456,Ankylosing spondylitis lumbar region,Y,,,,,,,56,,,2017,Commercial
4838,M457,Ankylosing spondylitis of lumbosacral region,Y,,,,,,,56,,,2017,Commercial
4839,M458,Ankylosing spondylitis sacral and sacrococcygeal region,Y,,,,,,,56,,,2017,Commercial
4840,M459,Ankylosing spondylitis of unspecified sites in spine,Y,,,,,,,56,,,2017,Commercial
4841,M4620,"Osteomyelitis of vertebra, site unspecified",Y,,,,,,,55,,,2017,Commercial
4842,M4621,"Osteomyelitis of vertebra, occipito-atlanto-axial region",Y,,,,,,,55,,,2017,Commercial
4843,M4622,"Osteomyelitis of vertebra, cervical region",Y,,,,,,,55,,,2017,Commercial
4844,M4623,"Osteomyelitis of vertebra, cervicothoracic region",Y,,,,,,,55,,,2017,Commercial
