Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2019
(10/1/18 - 9/30/19)","FY2019 MCE
Age Condition
[use AGE_AT
_DIAGNOSIS]","FY2019
MCE Sex
Condition","CY2019 (FY19/FY20)
MCE Age
Condition
[use AGE_AT
_DIAGNOSIS]","CY2019
(FY19/FY20)
MCE Sex
Condition","CC Age Split
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
4359,M05052,"Felty's syndrome, left hip",Y,,,,,,,56,,
4360,M05059,"Felty's syndrome, unspecified hip",Y,,,,,,,56,,
4361,M05061,"Felty's syndrome, right knee",Y,,,,,,,56,,
4362,M05062,"Felty's syndrome, left knee",Y,,,,,,,56,,
4363,M05069,"Felty's syndrome, unspecified knee",Y,,,,,,,56,,
4364,M05071,"Felty's syndrome, right ankle and foot",Y,,,,,,,56,,
4365,M05072,"Felty's syndrome, left ankle and foot",Y,,,,,,,56,,
4366,M05079,"Felty's syndrome, unspecified ankle and foot",Y,,,,,,,56,,
4367,M0509,"Felty's syndrome, multiple sites",Y,,,,,,,56,,
4368,M0510,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,Y,,,,,,,56,,
4369,M05111,Rheumatoid lung disease with rheumatoid arthritis of right shoulder,Y,,,,,,,56,,
4370,M05112,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,Y,,,,,,,56,,
4371,M05119,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder,Y,,,,,,,56,,
4372,M05121,Rheumatoid lung disease with rheumatoid arthritis of right elbow,Y,,,,,,,56,,
4373,M05122,Rheumatoid lung disease with rheumatoid arthritis of left elbow,Y,,,,,,,56,,
4374,M05129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,Y,,,,,,,56,,
4375,M05131,Rheumatoid lung disease with rheumatoid arthritis of right wrist,Y,,,,,,,56,,
4376,M05132,Rheumatoid lung disease with rheumatoid arthritis of left wrist,Y,,,,,,,56,,
4377,M05139,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist,Y,,,,,,,56,,
4378,M05141,Rheumatoid lung disease with rheumatoid arthritis of right hand,Y,,,,,,,56,,
4379,M05142,Rheumatoid lung disease with rheumatoid arthritis of left hand,Y,,,,,,,56,,
4380,M05149,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,Y,,,,,,,56,,
4381,M05151,Rheumatoid lung disease with rheumatoid arthritis of right hip,Y,,,,,,,56,,
4382,M05152,Rheumatoid lung disease with rheumatoid arthritis of left hip,Y,,,,,,,56,,
4383,M05159,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,Y,,,,,,,56,,
4384,M05161,Rheumatoid lung disease with rheumatoid arthritis of right knee,Y,,,,,,,56,,
4385,M05162,Rheumatoid lung disease with rheumatoid arthritis of left knee,Y,,,,,,,56,,
4386,M05169,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,Y,,,,,,,56,,
4387,M05171,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,Y,,,,,,,56,,
4388,M05172,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,Y,,,,,,,56,,
4389,M05179,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,Y,,,,,,,56,,
4390,M0519,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,Y,,,,,,,56,,
4391,M0520,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,Y,,,,,,,56,,
4392,M05211,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,Y,,,,,,,56,,
4393,M05212,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,Y,,,,,,,56,,
4394,M05219,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,Y,,,,,,,56,,
4395,M05221,Rheumatoid vasculitis with rheumatoid arthritis of right elbow,Y,,,,,,,56,,
4396,M05222,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,Y,,,,,,,56,,
4397,M05229,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow,Y,,,,,,,56,,
4398,M05231,Rheumatoid vasculitis with rheumatoid arthritis of right wrist,Y,,,,,,,56,,
4399,M05232,Rheumatoid vasculitis with rheumatoid arthritis of left wrist,Y,,,,,,,56,,
4400,M05239,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,Y,,,,,,,56,,
4401,M05241,Rheumatoid vasculitis with rheumatoid arthritis of right hand,Y,,,,,,,56,,
4402,M05242,Rheumatoid vasculitis with rheumatoid arthritis of left hand,Y,,,,,,,56,,
4403,M05249,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand,Y,,,,,,,56,,
4404,M05251,Rheumatoid vasculitis with rheumatoid arthritis of right hip,Y,,,,,,,56,,
4405,M05252,Rheumatoid vasculitis with rheumatoid arthritis of left hip,Y,,,,,,,56,,
4406,M05259,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,Y,,,,,,,56,,
4407,M05261,Rheumatoid vasculitis with rheumatoid arthritis of right knee,Y,,,,,,,56,,
4408,M05262,Rheumatoid vasculitis with rheumatoid arthritis of left knee,Y,,,,,,,56,,
4409,M05269,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee,Y,,,,,,,56,,
4410,M05271,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot,Y,,,,,,,56,,
4411,M05272,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot,Y,,,,,,,56,,
4412,M05279,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,Y,,,,,,,56,,
4413,M0529,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites,Y,,,,,,,56,,
4414,M0530,Rheumatoid heart disease with rheumatoid arthritis of unspecified site,Y,,,,,,,56,,
4415,M05311,Rheumatoid heart disease with rheumatoid arthritis of right shoulder,Y,,,,,,,56,,
4416,M05312,Rheumatoid heart disease with rheumatoid arthritis of left shoulder,Y,,,,,,,56,,
4417,M05319,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder,Y,,,,,,,56,,
4418,M05321,Rheumatoid heart disease with rheumatoid arthritis of right elbow,Y,,,,,,,56,,
4419,M05322,Rheumatoid heart disease with rheumatoid arthritis of left elbow,Y,,,,,,,56,,
4420,M05329,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow,Y,,,,,,,56,,
4421,M05331,Rheumatoid heart disease with rheumatoid arthritis of right wrist,Y,,,,,,,56,,
4422,M05332,Rheumatoid heart disease with rheumatoid arthritis of left wrist,Y,,,,,,,56,,
4423,M05339,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist,Y,,,,,,,56,,
4424,M05341,Rheumatoid heart disease with rheumatoid arthritis of right hand,Y,,,,,,,56,,
4425,M05342,Rheumatoid heart disease with rheumatoid arthritis of left hand,Y,,,,,,,56,,
4426,M05349,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand,Y,,,,,,,56,,
4427,M05351,Rheumatoid heart disease with rheumatoid arthritis of right hip,Y,,,,,,,56,,
4428,M05352,Rheumatoid heart disease with rheumatoid arthritis of left hip,Y,,,,,,,56,,
4429,M05359,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip,Y,,,,,,,56,,
4430,M05361,Rheumatoid heart disease with rheumatoid arthritis of right knee,Y,,,,,,,56,,
4431,M05362,Rheumatoid heart disease with rheumatoid arthritis of left knee,Y,,,,,,,56,,
4432,M05369,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee,Y,,,,,,,56,,
4433,M05371,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,Y,,,,,,,56,,
4434,M05372,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,Y,,,,,,,56,,
4435,M05379,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot,Y,,,,,,,56,,
4436,M0539,Rheumatoid heart disease with rheumatoid arthritis of multiple sites,Y,,,,,,,56,,
4437,M0540,Rheumatoid myopathy with rheumatoid arthritis of unspecified site,Y,,,,,,,56,,
4438,M05411,Rheumatoid myopathy with rheumatoid arthritis of right shoulder,Y,,,,,,,56,,
4439,M05412,Rheumatoid myopathy with rheumatoid arthritis of left shoulder,Y,,,,,,,56,,
4440,M05419,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder,Y,,,,,,,56,,
4441,M05421,Rheumatoid myopathy with rheumatoid arthritis of right elbow,Y,,,,,,,56,,
4442,M05422,Rheumatoid myopathy with rheumatoid arthritis of left elbow,Y,,,,,,,56,,
4443,M05429,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow,Y,,,,,,,56,,
4444,M05431,Rheumatoid myopathy with rheumatoid arthritis of right wrist,Y,,,,,,,56,,
4445,M05432,Rheumatoid myopathy with rheumatoid arthritis of left wrist,Y,,,,,,,56,,
4446,M05439,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist,Y,,,,,,,56,,
4447,M05441,Rheumatoid myopathy with rheumatoid arthritis of right hand,Y,,,,,,,56,,
4448,M05442,Rheumatoid myopathy with rheumatoid arthritis of left hand,Y,,,,,,,56,,
4449,M05449,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand,Y,,,,,,,56,,
4450,M05451,Rheumatoid myopathy with rheumatoid arthritis of right hip,Y,,,,,,,56,,
4451,M05452,Rheumatoid myopathy with rheumatoid arthritis of left hip,Y,,,,,,,56,,
4452,M05459,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip,Y,,,,,,,56,,
4453,M05461,Rheumatoid myopathy with rheumatoid arthritis of right knee,Y,,,,,,,56,,
4454,M05462,Rheumatoid myopathy with rheumatoid arthritis of left knee,Y,,,,,,,56,,
4455,M05469,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee,Y,,,,,,,56,,
4456,M05471,Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot,Y,,,,,,,56,,
4457,M05472,Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot,Y,,,,,,,56,,
4458,M05479,Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot,Y,,,,,,,56,,
4459,M0549,Rheumatoid myopathy with rheumatoid arthritis of multiple sites,Y,,,,,,,56,,
4460,M0550,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,Y,,,,,,,56,115,
4461,M05511,Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder,Y,,,,,,,56,115,
4462,M05512,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder,Y,,,,,,,56,115,
4463,M05519,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder,Y,,,,,,,56,115,
4464,M05521,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow,Y,,,,,,,56,115,
4465,M05522,Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow,Y,,,,,,,56,115,
4466,M05529,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow,Y,,,,,,,56,115,
4467,M05531,Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist,Y,,,,,,,56,115,
4468,M05532,Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist,Y,,,,,,,56,115,
4469,M05539,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist,Y,,,,,,,56,115,
4470,M05541,Rheumatoid polyneuropathy with rheumatoid arthritis of right hand,Y,,,,,,,56,115,
4471,M05542,Rheumatoid polyneuropathy with rheumatoid arthritis of left hand,Y,,,,,,,56,115,
4472,M05549,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand,Y,,,,,,,56,115,
4473,M05551,Rheumatoid polyneuropathy with rheumatoid arthritis of right hip,Y,,,,,,,56,115,
4474,M05552,Rheumatoid polyneuropathy with rheumatoid arthritis of left hip,Y,,,,,,,56,115,
4475,M05559,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip,Y,,,,,,,56,115,
4476,M05561,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee,Y,,,,,,,56,115,
4477,M05562,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee,Y,,,,,,,56,115,
4478,M05569,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee,Y,,,,,,,56,115,
4479,M05571,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot,Y,,,,,,,56,115,
4480,M05572,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot,Y,,,,,,,56,115,
4481,M05579,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot,Y,,,,,,,56,115,
4482,M0559,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,Y,,,,,,,56,115,
4483,M0560,Rheumatoid arthritis of unspecified site with involvement of other organs and systems,Y,,,,,,,56,,
4484,M05611,Rheumatoid arthritis of right shoulder with involvement of other organs and systems,Y,,,,,,,56,,
4485,M05612,Rheumatoid arthritis of left shoulder with involvement of other organs and systems,Y,,,,,,,56,,
4486,M05619,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems,Y,,,,,,,56,,
4487,M05621,Rheumatoid arthritis of right elbow with involvement of other organs and systems,Y,,,,,,,56,,
4488,M05622,Rheumatoid arthritis of left elbow with involvement of other organs and systems,Y,,,,,,,56,,
4489,M05629,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems,Y,,,,,,,56,,
4490,M05631,Rheumatoid arthritis of right wrist with involvement of other organs and systems,Y,,,,,,,56,,
4491,M05632,Rheumatoid arthritis of left wrist with involvement of other organs and systems,Y,,,,,,,56,,
4492,M05639,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems,Y,,,,,,,56,,
4493,M05641,Rheumatoid arthritis of right hand with involvement of other organs and systems,Y,,,,,,,56,,
4494,M05642,Rheumatoid arthritis of left hand with involvement of other organs and systems,Y,,,,,,,56,,
4495,M05649,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems,Y,,,,,,,56,,
4496,M05651,Rheumatoid arthritis of right hip with involvement of other organs and systems,Y,,,,,,,56,,
4497,M05652,Rheumatoid arthritis of left hip with involvement of other organs and systems,Y,,,,,,,56,,
4498,M05659,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems,Y,,,,,,,56,,
4499,M05661,Rheumatoid arthritis of right knee with involvement of other organs and systems,Y,,,,,,,56,,
4500,M05662,Rheumatoid arthritis of left knee with involvement of other organs and systems,Y,,,,,,,56,,
4501,M05669,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems,Y,,,,,,,56,,
4502,M05671,Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems,Y,,,,,,,56,,
4503,M05672,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems,Y,,,,,,,56,,
4504,M05679,Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems,Y,,,,,,,56,,
4505,M0569,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,Y,,,,,,,56,,
4506,M0570,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,Y,,,,,,,56,,
4507,M05711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,Y,,,,,,,56,,
4508,M05712,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,Y,,,,,,,56,,
4509,M05719,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement,Y,,,,,,,56,,
4510,M05721,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement,Y,,,,,,,56,,
4511,M05722,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,Y,,,,,,,56,,
4512,M05729,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement,Y,,,,,,,56,,
4513,M05731,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,Y,,,,,,,56,,
4514,M05732,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement,Y,,,,,,,56,,
4515,M05739,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,Y,,,,,,,56,,
4516,M05741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,Y,,,,,,,56,,
4517,M05742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,Y,,,,,,,56,,
4518,M05749,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,Y,,,,,,,56,,
4519,M05751,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement,Y,,,,,,,56,,
4520,M05752,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,Y,,,,,,,56,,
4521,M05759,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement,Y,,,,,,,56,,
4522,M05761,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,Y,,,,,,,56,,
4523,M05762,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement,Y,,,,,,,56,,
4524,M05769,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement,Y,,,,,,,56,,
4525,M05771,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,Y,,,,,,,56,,
4526,M05772,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,Y,,,,,,,56,,
4527,M05779,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,Y,,,,,,,56,,
4528,M0579,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,Y,,,,,,,56,,
4529,M0580,Other rheumatoid arthritis with rheumatoid factor of unspecified site,Y,,,,,,,56,,
4530,M05811,Other rheumatoid arthritis with rheumatoid factor of right shoulder,Y,,,,,,,56,,
4531,M05812,Other rheumatoid arthritis with rheumatoid factor of left shoulder,Y,,,,,,,56,,
4532,M05819,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder,Y,,,,,,,56,,
4533,M05821,Other rheumatoid arthritis with rheumatoid factor of right elbow,Y,,,,,,,56,,
4534,M05822,Other rheumatoid arthritis with rheumatoid factor of left elbow,Y,,,,,,,56,,
4535,M05829,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow,Y,,,,,,,56,,
4536,M05831,Other rheumatoid arthritis with rheumatoid factor of right wrist,Y,,,,,,,56,,
4537,M05832,Other rheumatoid arthritis with rheumatoid factor of left wrist,Y,,,,,,,56,,
